BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,CurrentFloor,TotalFloors,Year
3,53000,1000,1,1172,5,1,1,2,0,16.0,32.0,2022
2,85000,750,1,728,5,1,1,2,0,11.0,27.0,2022
1,26000,450,1,651,5,2,0,2,0,6.0,10.0,2022
1,33000,640,2,287,5,0,1,2,2,11.0,23.0,2022
3,180000,1190,1,1067,5,1,1,3,0,5.0,12.0,2022
3,70000,850,2,388,5,2,0,3,0,5.0,8.0,2022
1,17000,330,1,839,5,1,1,1,0,0.0,7.0,2022
2,37000,685,1,1297,5,1,0,2,0,10.0,18.0,2022
1,27000,400,1,651,5,2,0,2,0,6.0,10.0,2022
1,35500,500,1,1242,5,0,1,2,0,8.0,13.0,2022
1,24000,550,1,1297,5,2,0,1,0,2.0,4.0,2022
4,250000,2500,1,868,5,2,1,4,0,2.0,8.0,2022
3,180000,1100,1,815,5,0,2,3,0,6.0,15.0,2022
2,18500,650,1,1943,5,2,2,2,0,3.0,12.0,2022
3,200000,1400,1,721,5,0,1,3,0,8.0,17.0,2022
2,70000,1050,1,636,5,0,1,2,0,14.0,15.0,2022
3,55000,850,1,651,5,2,0,3,0,6.0,7.0,2022
1,24000,550,1,629,5,2,0,1,0,0.0,4.0,2022
2,55000,750,1,379,5,0,1,2,0,5.0,8.0,2022
3,150000,1350,1,918,5,1,1,3,0,23.0,25.0,2022
2,50000,800,1,1776,5,1,1,2,0,5.0,8.0,2022
4,300000,2650,1,1114,5,1,1,3,0,14.0,48.0,2022
3,90100,975,1,650,5,1,1,2,0,29.0,35.0,2022
3,57000,1325,1,1612,5,0,1,4,0,15.0,36.0,2022
2,40000,700,2,115,5,1,1,2,2,3.0,6.0,2022
2,80000,700,1,726,5,0,2,2,0,3.0,8.0,2022
2,95000,850,1,1547,5,1,1,2,0,15.0,25.0,2022
1,14000,305,1,555,5,2,0,1,0,10.0,24.0,2022
2,50000,850,1,521,5,2,1,2,0,8.0,10.0,2022
2,43000,724,1,61,5,2,1,2,0,6.0,11.0,2022
2,55000,650,1,115,5,0,0,2,0,8.0,16.0,2022
2,35000,650,1,1328,5,2,2,2,0,5.0,7.0,2022
2,33000,700,1,28,5,2,0,2,0,15.0,28.0,2022
2,47000,785,1,813,5,0,1,2,0,4.0,7.0,2022
3,75000,1250,1,1091,5,1,2,3,0,15.0,20.0,2022
4,45000,1016,1,1422,5,2,1,3,0,3.0,36.0,2022
1,36000,380,1,1248,5,2,1,2,0,12.0,20.0,2022
1,40000,475,1,1770,5,2,0,1,0,18.0,23.0,2022
1,40000,444,1,1754,5,2,0,2,0,8.0,11.0,2022
2,32000,640,1,589,5,2,1,2,0,6.0,20.0,2022
1,17000,320,1,1263,5,2,1,1,2,23.0,23.0,2022
3,77000,1100,1,161,5,2,1,4,0,16.0,21.0,2022
4,290000,1500,1,267,5,0,1,3,0,5.0,15.0,2022
2,35000,650,1,569,5,1,1,2,0,6.0,8.0,2022
1,40000,508,1,942,5,1,1,2,0,16.0,18.0,2022
4,250000,2500,1,815,5,0,1,4,0,2.0,10.0,2022
2,47000,720,1,388,5,2,0,2,0,-1.0,16.0,2022
2,50000,750,2,439,5,2,1,2,2,0.0,5.0,2022
1,32000,430,1,1871,5,2,2,1,0,2.0,3.0,2022
2,8000,623,1,1852,5,2,2,2,0,6.0,7.0,2022
3,240000,1358,1,1117,5,1,2,4,0,40.0,50.0,2022
3,85000,1000,1,1115,5,1,1,3,0,4.0,11.0,2022
3,65000,1100,1,1803,5,2,0,3,0,25.0,28.0,2022
3,75000,1255,1,281,5,0,1,3,2,12.0,17.0,2022
1,26500,450,1,2064,5,0,2,2,0,5.0,8.0,2022
2,45000,650,1,60,5,0,1,2,0,3.0,7.0,2022
2,95000,955,1,1121,5,1,0,2,0,34.0,40.0,2022
2,38000,700,1,78,5,2,1,2,0,-1.0,22.0,2022
3,260000,1915,2,145,5,1,2,4,0,8.0,23.0,2022
4,300000,2308,1,2145,5,1,1,6,0,9.0,31.0,2022
3,180000,1250,1,557,5,1,2,3,0,11.0,13.0,2022
2,40000,625,1,904,5,1,0,2,0,6.0,14.0,2022
4,300000,2200,1,815,5,0,2,4,0,7.0,8.0,2022
2,85000,870,1,1707,5,0,1,2,0,5.0,21.0,2022
3,110000,1300,1,912,5,1,1,3,0,4.0,12.0,2022
2,40000,750,1,1968,5,2,2,2,0,2.0,8.0,2022
2,45000,750,2,114,5,0,0,2,2,2.0,8.0,2022
2,52000,550,1,912,5,0,1,2,0,3.0,9.0,2022
4,90000,1250,1,115,5,0,2,4,0,2.0,7.0,2022
3,140000,1400,1,797,5,1,2,3,0,11.0,13.0,2022
3,150000,1330,1,1423,5,1,2,4,0,32.0,59.0,2022
3,65000,1000,1,388,5,1,1,3,0,5.0,10.0,2022
2,50000,770,1,1917,5,2,1,2,0,4.0,14.0,2022
2,54000,800,1,1840,5,2,2,2,0,3.0,7.0,2022
4,180000,1691,1,1425,5,1,1,6,0,20.0,32.0,2022
1,60000,550,1,1380,5,0,0,2,0,12.0,20.0,2022
2,65000,800,1,115,5,2,2,2,0,10.0,14.0,2022
2,35000,615,1,155,5,2,2,2,0,6.0,14.0,2022
2,43000,663,1,2135,5,2,1,2,0,25.0,43.0,2022
1,20000,400,1,284,5,1,1,1,2,3.0,4.0,2022
2,57000,625,1,1479,5,0,0,2,0,9.0,18.0,2022
4,130000,1432,1,1724,5,2,1,3,0,12.0,20.0,2022
1,25000,425,1,1297,5,2,0,1,0,3.0,5.0,2022
2,56000,649,1,1567,5,1,0,2,0,5.0,22.0,2022
2,55000,905,1,1932,5,2,0,2,0,10.0,37.0,2022
2,18000,882,2,440,5,2,0,2,2,10.0,22.0,2022
3,100000,1200,1,1763,5,0,1,3,0,4.0,15.0,2022
2,76000,736,1,1716,5,2,2,2,0,16.0,36.0,2022
3,270000,1710,1,1114,5,0,1,3,0,25.0,48.0,2022
1,45000,225,1,2221,5,2,0,1,2,3.0,6.0,2022
2,39000,720,1,78,5,2,1,2,0,-1.0,22.0,2022
1,12500,555,2,763,5,2,0,1,2,6.0,7.0,2022
1,35000,415,2,114,5,2,1,1,2,2.0,7.0,2022
2,55000,649,1,1567,5,1,0,2,0,4.0,22.0,2022
3,90000,1000,1,2103,5,0,0,2,0,3.0,3.0,2022
2,250000,1300,1,1000,5,0,1,2,0,-1.0,10.0,2022
2,25000,1065,2,616,5,0,1,2,2,15.0,15.0,2022
2,90000,854,1,937,5,1,1,2,0,15.0,20.0,2022
3,120000,1200,1,1763,5,0,1,3,0,5.0,14.0,2022
1,55000,500,1,731,5,2,0,1,0,8.0,18.0,2022
3,70000,906,1,1773,5,1,1,3,0,7.0,10.0,2022
3,300000,1800,1,225,5,0,1,4,0,11.0,11.0,2022
2,25000,500,1,1387,5,0,1,1,2,1.0,3.0,2022
1,35000,450,2,651,5,2,1,1,2,2.0,7.0,2022
3,120000,1130,1,225,5,1,1,3,0,3.0,7.0,2022
1,27000,495,2,114,5,0,1,2,2,5.0,7.0,2022
1,25000,407,2,480,5,2,1,2,2,5.0,23.0,2022
3,150000,1092,1,1125,5,1,2,3,0,60.0,77.0,2022
2,32000,610,1,1987,5,2,2,2,0,11.0,18.0,2022
1,40000,500,2,1203,5,0,1,2,2,13.0,14.0,2022
2,52000,750,1,2230,5,2,1,2,0,4.0,20.0,2022
2,80000,750,1,2203,5,0,0,2,0,6.0,16.0,2022
2,55000,850,1,39,5,0,1,2,0,6.0,10.0,2022
1,30000,350,1,1548,5,2,1,1,0,5.0,16.0,2022
1,20000,300,1,1927,5,1,1,1,0,2.0,12.0,2022
1,85000,695,1,2029,5,0,1,2,0,2.0,7.0,2022
1,40000,415,1,938,5,1,1,2,0,15.0,22.0,2022
1,21000,450,1,286,5,2,0,2,0,3.0,13.0,2022
3,43000,850,1,154,5,2,2,3,0,8.0,14.0,2022
2,58000,805,1,163,5,1,1,3,0,30.0,58.0,2022
2,130000,700,1,225,5,0,1,2,0,7.0,10.0,2022
3,260000,1800,1,815,5,0,2,4,0,10.0,11.0,2022
2,46000,669,1,2020,5,2,0,2,0,15.0,43.0,2022
1,6500,325,1,2028,5,2,2,1,0,7.0,16.0,2022
1,21000,600,2,1835,5,0,1,1,2,5.0,6.0,2022
2,46000,725,1,388,5,2,1,2,0,-1.0,16.0,2022
2,60000,750,1,665,5,1,1,2,0,5.0,9.0,2022
3,65000,1050,1,722,5,1,0,3,0,13.0,21.0,2022
2,15000,600,1,1839,5,2,1,2,2,18.0,28.0,2022
2,130000,1000,1,225,5,1,1,2,0,10.0,13.0,2022
3,90000,1110,1,1444,5,0,1,3,0,9.0,55.0,2022
2,62000,650,1,816,5,2,2,2,0,11.0,25.0,2022
3,160000,1100,1,1777,5,1,1,3,0,8.0,10.0,2022
3,80000,1100,1,634,5,2,1,3,0,15.0,28.0,2022
3,80000,1110,1,1444,5,1,1,3,0,49.0,55.0,2022
3,55000,999,1,1453,5,1,2,2,0,14.0,23.0,2022
3,100000,1000,1,1777,5,0,1,3,0,2.0,4.0,2022
4,200000,2200,1,1816,5,1,1,5,0,11.0,20.0,2022
3,100000,1256,1,1799,5,0,2,3,0,10.0,22.0,2022
2,79500,750,1,729,5,1,2,2,0,17.0,20.0,2022
3,84500,889,1,1428,5,1,1,2,0,7.0,27.0,2022
2,100000,750,1,728,5,1,1,2,0,14.0,27.0,2022
1,13000,385,1,50,5,2,2,1,0,6.0,20.0,2022
4,100000,1454,1,2173,5,2,1,4,0,5.0,7.0,2022
1,35000,480,1,1816,5,1,2,2,0,1.0,7.0,2022
2,72000,660,1,729,5,1,1,2,0,12.0,22.0,2022
3,180000,1600,1,225,5,0,1,3,0,9.0,16.0,2022
1,26000,434,1,1765,5,1,1,2,0,5.0,22.0,2022
3,72000,1121,1,695,5,2,1,3,0,7.0,14.0,2022
1,8000,620,2,2115,5,1,1,2,2,6.0,8.0,2022
3,130000,937,1,1710,5,0,2,2,0,16.0,27.0,2022
1,52000,470,1,639,5,1,1,2,0,6.0,7.0,2022
1,13000,410,1,1268,5,2,2,1,0,2.0,7.0,2022
3,45000,850,1,1297,5,2,2,3,0,5.0,7.0,2022
3,180000,1500,1,1581,5,0,1,4,0,15.0,20.0,2022
2,63000,888,1,1831,5,0,1,2,0,12.0,20.0,2022
1,7500,380,1,2228,5,2,0,2,2,3.0,7.0,2022
1,30000,360,1,129,5,2,1,1,0,4.0,20.0,2022
1,28500,565,2,946,5,0,1,2,2,1.0,8.0,2022
3,100000,2000,2,164,5,1,1,4,0,25.0,50.0,2022
4,270000,1358,1,1117,5,1,2,4,0,25.0,50.0,2022
2,38000,661,1,1712,5,1,1,2,0,17.0,36.0,2022
1,26000,450,1,1666,5,2,2,2,0,9.0,20.0,2022
3,70000,1300,1,651,5,2,0,3,0,6.0,30.0,2022
2,41000,600,1,2063,5,0,2,2,0,4.0,8.0,2022
2,27000,900,2,1163,5,1,1,3,2,0.0,4.0,2022
1,53000,379,1,735,5,1,0,1,0,21.0,23.0,2022
2,65000,805,1,162,5,1,2,3,0,8.0,58.0,2022
1,85000,650,2,1180,5,0,1,2,2,3.0,8.0,2022
1,6000,500,2,1329,5,1,1,2,2,8.0,10.0,2022
1,43000,480,1,1816,5,0,2,2,0,5.0,7.0,2022
2,65000,550,2,516,5,1,1,2,2,1.0,7.0,2022
3,280000,1600,1,225,5,0,1,3,0,5.0,12.0,2022
3,98000,1400,1,764,5,1,2,2,0,4.0,15.0,2022
3,330000,1500,1,786,5,1,1,2,0,20.0,41.0,2022
3,65000,1050,1,75,5,2,0,3,0,3.0,62.0,2022
3,85000,920,1,628,5,2,2,3,0,4.0,13.0,2022
1,40000,450,1,55,5,1,1,1,0,8.0,13.0,2022
1,23000,440,1,2185,5,1,0,1,0,0.0,4.0,2022
3,55000,932,2,629,5,2,1,3,2,3.0,8.0,2022
1,15000,270,1,2168,5,2,0,2,2,15.0,15.0,2022
1,52000,379,1,735,5,1,0,2,0,23.0,23.0,2022
2,13000,582,1,1128,5,0,2,2,2,5.0,8.0,2022
2,95000,800,1,1472,5,1,1,2,0,6.0,8.0,2022
1,25000,444,1,1907,5,2,1,2,0,7.0,17.0,2022
1,21000,428,1,641,5,2,1,1,0,12.0,21.0,2022
5,360000,1880,1,1710,5,0,2,4,0,11.0,27.0,2022
2,60000,888,1,1831,5,1,1,2,0,5.0,20.0,2022
1,19000,490,2,285,5,2,1,1,2,0.0,8.0,2022
3,140000,937,1,1837,5,2,2,4,0,28.0,39.0,2022
2,30000,710,1,644,5,2,2,2,0,12.0,21.0,2022
4,130000,1617,1,162,5,1,1,5,0,15.0,58.0,2022
2,80000,836,1,1948,5,2,1,2,0,6.0,23.0,2022
2,85000,1200,1,435,5,1,1,3,0,36.0,45.0,2022
2,65000,950,1,2120,5,0,1,2,0,9.0,28.0,2022
1,33000,460,1,430,5,1,1,2,0,10.0,25.0,2022
1,36000,585,2,1431,5,1,1,2,0,10.0,14.0,2022
2,22000,550,1,1757,5,0,2,2,0,2.0,7.0,2022
1,17000,375,1,1705,5,2,1,1,0,9.0,20.0,2022
2,55000,700,1,1623,5,0,1,2,0,10.0,20.0,2022
2,66000,750,1,1927,5,2,2,2,0,2.0,8.0,2022
4,140000,2000,1,441,5,0,2,4,0,6.0,45.0,2022
4,260000,2046,1,1423,5,1,1,5,0,22.0,52.0,2022
2,32000,750,2,1851,5,1,1,2,2,3.0,7.0,2022
2,45000,730,1,1615,5,2,2,2,0,5.0,17.0,2022
2,50000,750,1,722,5,1,1,2,0,10.0,20.0,2022
1,18500,229,2,2101,5,1,1,1,2,5.0,9.0,2022
2,51000,910,1,1679,5,2,0,2,0,10.0,19.0,2022
4,140000,1648,1,1836,5,1,1,5,0,21.0,58.0,2022
3,80000,1100,1,74,5,2,2,3,0,48.0,54.0,2022
1,30000,560,1,628,5,2,0,2,0,2.0,4.0,2022
2,85000,850,1,115,5,2,1,2,0,4.0,6.0,2022
1,15000,450,2,456,5,2,2,1,2,2.0,4.0,2022
2,50000,820,1,1614,5,1,1,2,0,7.0,28.0,2022
2,60000,750,1,2014,5,2,1,2,0,10.0,20.0,2022
1,23000,410,1,1262,5,2,1,1,0,4.0,7.0,2022
1,14500,490,1,993,5,2,1,2,2,12.0,20.0,2022
2,40000,700,1,428,5,2,1,2,0,11.0,15.0,2022
5,650000,3000,1,1000,5,1,1,5,0,8.0,10.0,2022
1,80000,560,1,2138,5,0,1,1,0,1.0,7.0,2022
2,55000,650,1,2140,5,2,1,2,0,8.0,18.0,2022
1,12000,520,2,2190,5,1,1,1,2,2.0,3.0,2022
2,45000,850,1,550,5,2,1,2,0,9.0,12.0,2022
2,90000,777,1,729,5,0,1,2,0,19.0,22.0,2022
2,43000,771,1,919,5,2,1,2,0,15.0,37.0,2022
1,22000,400,1,1262,5,2,1,1,0,3.0,7.0,2022
2,20000,600,1,1228,5,0,2,2,0,7.0,7.0,2022
1,26000,390,1,666,5,1,1,2,0,-1.0,7.0,2022
4,850000,3200,1,334,5,0,1,4,0,2.0,4.0,2022
1,34999,450,1,683,5,0,1,2,0,5.0,12.0,2022
1,35000,500,2,1547,5,1,1,2,2,7.0,23.0,2022
1,50000,410,1,454,5,1,1,1,0,6.0,12.0,2022
1,16000,160,1,1094,5,2,1,1,2,2.0,3.0,2022
2,55000,750,1,379,5,2,1,2,0,10.0,14.0,2022
1,39000,585,2,372,5,2,2,2,0,3.0,7.0,2022
3,100000,1300,1,1069,5,1,2,3,0,12.0,24.0,2022
1,25000,350,1,630,5,0,1,1,2,2.0,17.0,2022
1,25000,490,2,946,5,1,1,2,2,3.0,7.0,2022
2,49500,650,1,870,5,2,2,2,0,5.0,16.0,2022
1,21000,225,1,1133,5,2,1,1,2,6.0,24.0,2022
2,110000,850,1,1471,5,1,1,2,0,5.0,13.0,2022
1,21000,385,2,2192,5,2,1,1,2,0.0,5.0,2022
2,46700,800,1,1264,5,2,2,2,0,2.0,7.0,2022
4,400000,2500,1,225,5,0,1,4,0,5.0,12.0,2022
4,280000,1526,1,1118,5,1,1,5,0,76.0,78.0,2022
1,18000,300,2,1063,5,2,1,1,2,3.0,10.0,2022
3,80000,1800,2,1725,5,1,1,3,0,10.0,13.0,2022
2,88000,800,1,937,5,1,1,2,0,5.0,20.0,2022
3,90000,890,1,1428,5,0,2,2,0,20.0,27.0,2022
2,38000,700,1,1882,5,2,1,2,0,14.0,23.0,2022
1,20000,465,2,2182,5,1,0,1,2,3.0,4.0,2022
2,140000,900,1,1226,5,0,2,2,0,8.0,36.0,2022
3,78000,1073,1,1617,5,1,1,3,0,8.0,20.0,2022
1,21000,450,2,388,5,2,1,1,2,4.0,7.0,2022
3,95000,1350,1,1635,5,0,1,3,0,8.0,16.0,2022
2,90000,800,1,218,5,0,1,2,0,5.0,8.0,2022
2,34000,600,1,1842,5,2,0,2,0,4.0,7.0,2022
2,55000,650,1,1873,5,2,1,2,0,5.0,15.0,2022
2,52000,550,1,454,5,0,0,2,0,3.0,3.0,2022
1,74999,840,1,356,5,2,1,2,0,8.0,17.0,2022
3,75000,1121,1,441,5,0,1,2,0,30.0,45.0,2022
2,45000,650,1,1942,5,2,1,2,0,2.0,12.0,2022
1,22000,575,2,948,5,2,1,1,2,14.0,14.0,2022
1,32000,475,2,114,5,0,1,1,2,3.0,4.0,2022
2,34000,830,1,793,5,1,1,2,0,9.0,21.0,2022
3,170000,1337,1,1426,5,1,1,3,0,28.0,30.0,2022
1,23000,420,1,1892,5,1,1,2,0,5.0,7.0,2022
1,20000,310,1,1182,5,2,0,1,0,0.0,7.0,2022
3,350000,1800,1,1000,5,0,2,4,0,2.0,12.0,2022
3,90000,967,1,1702,5,0,1,3,0,14.0,33.0,2022
1,55000,505,1,639,5,1,1,1,0,4.0,12.0,2022
1,15000,275,2,328,5,2,1,1,2,3.0,7.0,2022
2,22000,640,1,1160,5,1,2,2,0,21.0,21.0,2022
3,60000,1500,1,578,5,1,1,3,0,10.0,23.0,2022
2,49000,850,1,1092,5,1,1,2,0,10.0,23.0,2022
2,34000,900,1,366,5,1,1,2,0,12.0,25.0,2022
1,24000,430,1,302,5,0,1,2,0,6.0,7.0,2022
4,270000,1649,1,33,5,1,2,3,0,18.0,29.0,2022
3,69000,1100,1,379,5,2,1,3,0,12.0,24.0,2022
3,120000,1200,1,2147,5,1,1,3,0,14.0,35.0,2022
2,32000,680,1,594,5,2,2,2,0,5.0,20.0,2022
2,24000,600,1,383,5,1,0,2,2,5.0,7.0,2022
4,100000,1560,1,2172,5,2,1,4,0,12.0,19.0,2022
5,600000,4500,1,225,5,0,0,5,0,7.0,20.0,2022
2,45000,771,1,919,5,2,1,2,0,20.0,37.0,2022
2,80000,800,1,730,5,1,1,2,0,7.0,22.0,2022
2,37000,800,2,1247,5,1,0,2,0,5.0,14.0,2022
3,210000,1425,1,1985,5,0,0,4,0,9.0,35.0,2022
4,190000,1750,1,638,5,1,1,4,0,5.0,17.0,2022
1,25000,475,1,628,5,2,0,2,0,11.0,15.0,2022
4,210000,2000,1,2097,5,2,0,5,0,27.0,27.0,2022
3,200000,1375,1,1616,5,1,2,3,0,15.0,60.0,2022
5,310000,2800,1,1261,5,1,1,5,0,19.0,33.0,2022
1,26000,650,2,1898,5,1,1,1,2,1.0,3.0,2022
2,27000,600,1,1706,5,2,0,2,0,18.0,20.0,2022
1,26000,649,2,2040,5,2,1,1,2,3.0,3.0,2022
2,60000,950,1,665,5,0,0,2,0,2.0,8.0,2022
1,12000,225,1,148,5,2,2,1,2,7.0,7.0,2022
2,180000,1000,1,1180,5,0,1,2,0,6.0,10.0,2022
1,30000,330,1,1181,5,0,2,1,0,13.0,40.0,2022
3,100000,1200,1,1000,5,0,1,3,0,8.0,14.0,2022
3,140000,1270,1,1112,5,1,0,3,0,15.0,60.0,2022
3,70000,920,1,1730,5,2,1,3,0,14.0,21.0,2022
2,20000,630,1,1721,5,2,2,2,0,4.0,22.0,2022
2,22000,670,1,1558,5,0,2,2,0,4.0,12.0,2022
1,32000,450,2,115,5,0,1,1,2,1.0,5.0,2022
1,20000,265,2,1248,5,2,1,1,2,6.0,7.0,2022
2,50000,600,1,879,5,1,1,2,0,9.0,11.0,2022
2,29000,670,1,84,5,2,2,2,2,7.0,7.0,2022
2,45000,650,1,379,5,1,1,2,0,10.0,18.0,2022
1,6500,422,1,1336,5,1,2,2,0,9.0,15.0,2022
2,55000,955,1,1138,5,2,1,2,0,8.0,22.0,2022
3,69999,1100,1,1062,5,0,1,3,0,6.0,13.0,2022
1,18500,300,1,814,5,2,0,1,2,3.0,4.0,2022
2,50000,900,1,491,5,1,1,2,2,5.0,17.0,2022
2,45000,785,1,364,5,2,0,2,0,2.0,7.0,2022
3,85000,1350,1,681,5,0,2,3,0,20.0,31.0,2022
2,85000,900,1,1714,5,1,1,2,0,27.0,45.0,2022
1,25000,400,1,2147,5,2,0,1,0,18.0,23.0,2022
2,75000,800,1,1814,5,1,0,3,0,19.0,20.0,2022
2,190000,895,1,786,5,1,1,2,0,32.0,46.0,2022
1,20000,625,2,456,5,1,1,1,2,10.0,12.0,2022
2,30000,720,1,1764,5,1,1,2,0,5.0,14.0,2022
2,75000,750,1,2038,5,0,1,2,0,4.0,13.0,2022
3,350000,1663,1,787,5,1,1,2,0,19.0,85.0,2022
2,70000,660,1,174,5,1,1,2,0,0.0,6.0,2022
2,32000,700,1,1141,5,0,1,2,0,0.0,7.0,2022
1,22000,377,2,1906,5,2,1,2,2,3.0,23.0,2022
2,35000,650,1,1972,5,1,2,2,0,5.0,6.0,2022
2,47000,650,1,4,5,2,1,2,0,5.0,7.0,2022
4,400000,2080,1,786,5,1,1,5,0,34.0,46.0,2022
2,31000,700,2,1738,5,1,1,2,2,2.0,8.0,2022
1,60000,430,1,225,5,0,1,1,0,1.0,7.0,2022
2,58000,650,1,1069,5,2,2,2,0,15.0,24.0,2022
3,85000,890,1,1428,5,0,1,2,0,4.0,27.0,2022
2,45000,965,2,281,5,2,1,2,0,19.0,27.0,2022
1,7500,630,2,1923,5,1,1,2,0,3.0,12.0,2022
4,250000,2100,1,320,5,1,1,4,0,35.0,60.0,2022
3,150000,1100,1,191,5,0,2,3,0,9.0,16.0,2022
2,80000,730,1,1522,5,1,1,2,2,4.0,6.0,2022
3,75000,1380,1,1973,5,1,1,3,0,9.0,22.0,2022
3,66000,1100,1,1831,5,1,1,3,0,17.0,22.0,2022
1,45000,450,1,1171,5,1,0,1,0,5.0,7.0,2022
1,22000,500,2,1147,5,2,1,1,2,3.0,4.0,2022
3,65000,1100,1,1615,5,1,0,3,0,9.0,20.0,2022
3,55000,868,1,1454,5,2,2,3,0,9.0,21.0,2022
2,55000,750,1,1447,5,1,1,2,0,6.0,15.0,2022
1,36000,540,2,2187,5,2,1,2,2,2.0,3.0,2022
4,230000,2100,1,732,5,0,2,5,0,21.0,33.0,2022
1,22000,450,1,384,5,1,2,2,0,4.0,7.0,2022
3,170000,1600,1,434,5,1,2,4,0,25.0,52.0,2022
1,34000,560,2,1809,5,1,0,2,2,3.0,7.0,2022
1,45000,500,1,799,5,2,0,1,0,2.0,3.0,2022
1,14000,305,1,947,5,2,1,1,0,2.0,24.0,2022
3,75000,970,1,1491,5,0,1,2,2,1.0,3.0,2022
1,7000,480,1,1957,5,2,1,1,2,4.0,4.0,2022
2,55000,720,1,2173,5,1,1,2,0,1.0,6.0,2022
2,55000,950,1,2051,5,1,2,2,0,7.0,10.0,2022
4,700000,3200,1,1073,5,0,1,4,0,24.0,24.0,2022
3,140000,1450,1,733,5,0,2,3,0,18.0,33.0,2022
2,42000,774,1,1131,5,1,2,2,0,10.0,20.0,2022
1,27000,450,2,115,5,2,2,1,0,2.0,3.0,2022
3,60000,1000,1,1182,5,1,0,3,0,1.0,10.0,2022
1,17000,340,2,650,5,1,1,1,2,1.0,8.0,2022
1,30000,430,1,1863,5,1,1,2,0,14.0,23.0,2022
2,45000,722,1,73,5,2,1,2,0,4.0,7.0,2022
3,90000,1152,1,889,5,0,1,2,0,12.0,21.0,2022
1,25000,641,2,329,5,2,1,1,2,3.0,8.0,2022
2,70000,810,1,2112,5,0,1,2,0,4.0,11.0,2022
2,90000,800,1,2103,5,0,2,2,0,5.0,6.0,2022
2,110000,875,1,225,5,2,1,2,0,12.0,14.0,2022
2,20000,700,2,1198,5,2,2,2,2,8.0,22.0,2022
1,35000,420,2,2179,5,1,1,1,2,0.0,3.0,2022
3,80000,1400,1,627,5,0,1,3,2,1.0,2.0,2022
2,54500,758,1,1068,5,1,1,2,0,12.0,24.0,2022
4,350000,2880,1,1127,5,2,0,5,0,45.0,60.0,2022
1,45000,480,1,1816,5,0,1,2,0,7.0,7.0,2022
1,38000,550,1,1869,5,2,0,2,0,6.0,10.0,2022
2,90000,900,1,1126,5,1,0,2,0,60.0,71.0,2022
1,22000,400,2,301,5,2,1,1,2,8.0,22.0,2022
2,70000,760,1,1069,5,1,1,2,0,9.0,22.0,2022
4,380000,2800,1,2146,5,2,0,5,0,36.0,81.0,2022
1,50000,400,1,734,5,1,1,1,0,10.0,22.0,2022
4,680000,1962,1,1000,5,1,1,5,0,18.0,20.0,2022
3,140000,1100,1,2138,5,1,1,3,0,6.0,12.0,2022
2,40000,800,2,2183,5,1,1,2,2,1.0,3.0,2022
2,32000,590,1,1723,5,2,2,2,0,7.0,12.0,2022
2,78000,600,1,115,5,1,1,2,0,14.0,22.0,2022
4,280000,2500,1,321,5,1,1,6,0,24.0,60.0,2022
2,45000,670,1,388,5,2,1,2,0,17.0,22.0,2022
2,65000,960,1,513,5,1,1,2,0,16.0,38.0,2022
2,65000,1500,2,2193,5,1,1,3,2,4.0,4.0,2022
1,35000,500,2,629,5,1,1,1,2,1.0,5.0,2022
3,90000,1120,1,441,5,0,2,2,0,8.0,45.0,2022
4,250000,2729,1,1069,5,1,0,5,0,20.0,27.0,2022
3,70000,3354,1,1955,0,0,1,3,0,0.0,16.0,2022
2,10500,800,2,1316,0,1,1,2,2,3.0,4.0,2022
2,13000,1000,2,971,0,1,1,2,2,0.0,4.0,2022
2,17000,1040,2,347,0,0,1,2,2,4.0,4.0,2022
3,21000,1403,2,400,0,1,1,3,2,1.0,4.0,2022
2,10000,600,2,1956,0,0,1,1,2,3.0,4.0,2022
4,61500,2608,1,1191,0,1,0,3,0,1.0,4.0,2022
2,13000,850,1,1646,0,1,2,2,0,1.0,3.0,2022
1,7500,400,2,1626,0,2,1,1,2,1.0,2.0,2022
2,17000,1000,2,1461,0,1,1,2,2,3.0,4.0,2022
3,25000,1350,1,983,0,1,0,3,2,5.0,14.0,2022
2,10500,800,1,1647,0,1,1,2,2,1.0,2.0,2022
1,8000,350,2,1983,0,1,1,1,2,3.0,3.0,2022
1,9500,900,2,811,0,1,1,1,2,0.0,2.0,2022
3,50000,2000,1,230,0,1,1,3,0,1.0,2.0,2022
2,13000,700,2,2109,0,1,1,2,2,1.0,4.0,2022
1,13500,600,2,2231,0,1,1,1,2,1.0,4.0,2022
2,13000,700,1,2131,0,1,1,1,2,0.0,1.0,2022
1,15000,600,2,347,0,1,0,1,0,2.0,4.0,2022
2,15000,1400,2,1647,0,0,1,3,2,0.0,1.0,2022
1,7000,600,2,890,0,2,1,1,2,0.0,3.0,2022
2,25000,770,2,2021,0,0,1,2,2,8.0,32.0,2022
2,17000,900,1,185,0,1,2,2,2,1.0,2.0,2022
1,7500,500,2,1057,0,0,1,1,2,0.0,3.0,2022
2,15000,1100,2,1417,0,2,1,2,2,1.0,2.0,2022
1,7500,500,2,206,0,1,1,1,2,1.0,2.0,2022
3,25000,1260,2,2089,0,0,1,3,2,0.0,2.0,2022
3,54000,1750,1,841,0,1,1,3,0,2.0,4.0,2022
